iter	Passed	Remaining
457	4609	5455
458	4617	5442
459	4626	5431
460	4636	5421
461	4648	5413
462	4658	5402
463	4667	5391
464	4676	5380
465	4684	5368
466	4694	5357
467	4701	5344
468	4711	5333
469	4719	5321
470	4728	5310
471	4736	5298
472	4745	5286
473	4753	5275
474	4761	5263
475	4769	5250
476	4777	5238
477	4786	5226
478	4794	5215
479	4802	5203
480	4811	5192
481	4820	5180
482	4829	5169
483	4839	5159
484	4851	5151
485	4861	5141
486	4871	5131
487	4879	5119
488	4888	5108
489	4897	5096
490	4906	5086
491	4915	5075
492	4928	5067
493	4937	5057
494	4947	5047
495	4958	5037
496	4969	5029
497	4979	5019
498	4990	5010
499	4999	4999
500	5011	4991
501	5021	4981
502	5030	4970
503	5042	4962
504	5053	4952
505	5062	4942
506	5072	4932
507	5084	4924
508	5094	4914
509	5106	4906
510	5114	4894
511	5125	4885
512	5135	4875
513	5144	4864
514	5156	4856
515	5166	4846
516	5176	4836
517	5186	4825
518	5194	4814
519	5205	4805
520	5215	4794
521	5225	4785
522	5234	4774
523	5245	4764
524	5256	4756
525	5268	4748
526	5278	4737
527	5288	4727
528	5297	4716
529	5306	4705
530	5316	4695
531	5325	4684
532	5335	4674
533	5346	4665
534	5355	4654
535	5365	4645
536	5375	4634
537	5386	4625
538	5396	4615
539	5405	4604
540	5415	4594
541	5424	4583
542	5435	4574
543	5445	4564
544	5454	4554
545	5465	4544
546	5479	4537
547	5489	4528
548	5501	4519
549	5512	4510
550	5521	4499
551	5531	4489
552	5539	4477
553	5549	4467
554	5557	4455
555	5566	4445
556	5576	4435
557	5586	4425
558	5597	4415
559	5605	4404
560	5616	4395
561	5626	4384
562	5635	4374
563	5645	4364
564	5654	4353
565	5665	4344
566	5677	4335
567	5689	4327
568	5700	4317
569	5709	4307
570	5721	4298
571	5731	4288
572	5741	4278
573	5752	4269
574	5763	4260
575	5772	4249
576	5780	4237
577	5790	4227
578	5799	4216
579	5810	4207
580	5817	4195
581	5829	4186
582	5839	4176
583	5848	4166
584	5860	4157
585	5871	4147
586	5882	4138
587	5894	4129
588	5907	4122
589	5917	4112
590	5927	4102
591	5938	4092
592	5947	4081
593	5958	4072
594	5968	4062
595	5978	4052
596	5990	4043
597	6000	4033
598	6009	4023
599	6020	4013
600	6032	4004
601	6045	3996
602	6058	3989
603	6071	3980
604	6085	3973
605	6100	3966
606	6111	3956
607	6125	3949
608	6135	3939
609	6151	3933
610	6161	3922
611	6175	3915
612	6188	3907
613	6201	3898
614	6212	3889
615	6226	3881
616	6239	3873
617	6252	3864
618	6263	3855
619	6275	3846
620	6291	3839
621	6305	3831
622	6319	3824
623	6329	3814
624	6344	3806
625	6358	3798
626	6370	3789
627	6386	3783
628	6400	3775
629	6412	3765
630	6423	3756
631	6439	3749
632	6455	3742
633	6469	3734
634	6483	3726
635	6497	3718
636	6512	3710
637	6522	3701
638	6536	3693
639	6551	3685
640	6569	3679
641	6583	3671
642	6596	3662
643	6611	3654
644	6624	3646
645	6636	3636
646	6651	3629
647	6665	3621
648	6678	3611
649	6690	3602
650	6700	3592
651	6713	3583
652	6726	3574
653	6738	3565
654	6752	3556
655	6763	3546
656	6775	3537
657	6786	3527
658	6796	3516
659	6806	3506
660	6816	3495
661	6827	3486
662	6838	3476
663	6848	3465
664	6858	3455
665	6868	3444
666	6877	3433
667	6887	3423
668	6898	3412
669	6908	3402
670	6921	3393
671	6932	3383
672	6944	3374
673	6956	3364
674	6969	3355
675	6980	3345
676	6992	3336
677	7003	3325
678	7013	3315
679	7028	3307
680	7041	3298
681	7056	3290
682	7070	3281
683	7086	3273
684	7101	3265
685	7114	3256
686	7128	3247
687	7143	3239
688	7160	3232
689	7173	3223
690	7186	3213
691	7197	3203
692	7208	3193
693	7219	3183
694	7230	3173
695	7241	3162
696	7251	3152
697	7262	3142
698	7271	3131
699	7282	3120
700	7292	3110
701	7303	3100
702	7313	3089
703	7324	3079
704	7335	3069
705	7345	3058
706	7356	3048
707	7368	3039
708	7380	3029
709	7391	3018
710	7403	3009
711	7415	2999
712	7425	2988
713	7435	2978
714	7445	2967
715	7455	2957
716	7466	2947
717	7477	2936
718	7488	2926
719	7499	2916
720	7510	2906
721	7522	2896
722	7538	2888
723	7553	2879
724	7568	2870
725	7583	2862
726	7600	2853
727	7611	2843
728	7629	2836
729	7645	2827
730	7656	2817
731	7669	2807
732	7682	2798
733	7696	2789
734	7711	2780
735	7726	2771
736	7740	2762
737	7752	2752
738	7768	2743
739	7781	2734
740	7796	2725
741	7811	2715
742	7823	2706
743	7838	2697
744	7849	2686
745	7861	2676
746	7872	2666
747	7883	2655
748	7894	2645
749	7905	2635
750	7918	2625
751	7932	2616
752	7947	2606
753	7960	2597
754	7974	2587
755	7993	2579
756	8009	2571
757	8020	2560
758	8033	2550
759	8046	2540
760	8061	2531
761	8076	2522
762	8089	2512
763	8102	2502
764	8113	2492
765	8127	2482
766	8139	2472
767	8150	2462
768	8161	2451
769	8174	2441
770	8198	2434
771	8212	2425
772	8227	2416
773	8239	2405
774	8254	2396
775	8264	2385
776	8276	2375
777	8289	2365
778	8301	2355
779	8313	2344
780	8325	2334
781	8338	2324
782	8350	2314
783	8362	2303
784	8374	2293
785	8388	2283
786	8400	2273
787	8415	2264
788	8429	2254
789	8441	2243
790	8455	2234
791	8469	2224
792	8480	2213
793	8491	2203
794	8504	2192
795	8515	2182
796	8527	2172
797	8539	2161
798	8553	2151
799	8566	2141
800	8578	2131
801	8591	2121
802	8605	2111
803	8622	2101
804	8637	2092
805	8651	2082
806	8665	2072
807	8678	2062
808	8691	2052
809	8703	2041
810	8715	2031
811	8728	2020
812	8741	2010
813	8752	1999
814	8765	1989
815	8779	1979
816	8793	1969
817	8809	1960
818	8821	1949
819	8919	1957
820	8937	1948
821	8953	1938
822	8968	1928
823	8983	1918
824	8996	1908
825	9012	1898
826	9025	1887
827	9042	1878
828	9056	1868
829	9070	1857
830	9083	1847
831	9098	1837
832	9112	1826
833	9126	1816
834	9139	1806
835	9153	1795
836	9164	1784
837	9178	1774
838	9192	1764
839	9207	1753
840	9221	1743
841	9234	1732
842	9249	1722
843	9266	1712
844	9280	1702
845	9292	1691
846	9309	1681
847	9324	1671
848	9335	1660
849	9344	1649
850	9355	1637
851	9364	1626
852	9374	1615
853	9386	1604
854	9397	1593
855	9407	1582
856	9418	1571
857	9428	1560
858	9439	1549
859	9451	1538
860	9464	1527
861	9475	1516
862	9487	1506
863	9498	1495
864	9508	1483
865	9519	1472
866	9529	1461
867	9538	1450
868	9549	1439
869	9560	1428
870	9570	1417
871	9580	1406
872	9590	1395
873	9601	1384
874	9611	1373
875	9620	1361
876	9631	1350
877	9641	1339
878	9652	1328
879	9664	1317
880	9676	1307
881	9687	1296
882	9699	1285
883	9712	1274
884	9724	1263
885	9734	1252
886	9745	1241
887	9755	1230
888	9766	1219
889	9776	1208
890	9787	1197
891	9798	1186
892	9808	1175
893	9818	1164
894	9831	1153
895	9844	1142
896	9859	1132
897	9882	1122
898	9895	1111
899	9908	1100
900	9922	1090
901	9935	1079
902	9948	1068
903	9960	1057
904	9971	1046
905	9983	1035
906	9995	1024
907	10007	1013
908	10016	1002
909	10026	991
910	10037	980
911	10047	969
912	10059	958
913	10070	947
914	10082	936
915	10095	925
916	10106	914
917	10119	903
918	10131	892
919	10142	881
920	10152	870
921	10163	859
922	10173	848
923	10183	837
924	10193	826
925	10203	815
926	10212	804
927	10222	793
928	10232	782
929	10241	770
930	10251	759
931	10261	748
932	10272	737
933	10283	726
934	10293	715
935	10305	704
936	10317	693
937	10327	682
938	10339	671
939	10351	660
940	10362	649
941	10371	638
942	10381	627
943	10392	616
944	10402	605
945	10412	594
946	10422	583
947	10432	572
948	10442	561
949	10451	550
950	10462	539
951	10471	527
952	10482	516
953	10492	505
954	10505	495
955	10517	484
956	10529	473
957	10540	462
958	10552	451
959	10564	440
960	10574	429
961	10584	418
962	10595	407
963	10605	396
964	10615	385
965	10625	373
966	10634	362
967	10644	351
968	10654	340
969	10665	329
970	10675	318
971	10684	307
972	10694	296
973	10704	285
974	10714	274
975	10727	263
976	10739	252
977	10751	241
978	10763	230
979	10774	219
980	10785	208
981	10796	197
982	10806	186
983	10817	175
984	10826	164
985	10836	153
986	10845	142
987	10854	131
988	10863	120
989	10873	109
990	10882	98
991	10892	87
992	10902	76
993	10912	65
994	10923	54
995	10935	43
996	10946	32
997	10958	21
998	11024	11
999	11045	0
