iter	Logloss
397	0.389765972
398	0.3896694372
399	0.3895694956
400	0.3894685122
401	0.3893726618
402	0.3892502006
403	0.3891795599
404	0.3890538524
405	0.3889195037
406	0.3888193861
407	0.3887249779
408	0.3886271574
409	0.3885194841
410	0.3884585815
411	0.3883875536
412	0.3882150545
413	0.3880726493
414	0.387904187
415	0.3878704105
416	0.3877648327
417	0.3876791666
418	0.3875581841
419	0.3874429501
420	0.3873509295
421	0.3872447123
422	0.3871459377
423	0.3870665412
424	0.3869678326
425	0.3868760895
426	0.3867935164
427	0.3866820419
428	0.3865545134
429	0.3864447055
430	0.3863524611
431	0.3863278404
432	0.3862541283
433	0.3861322305
434	0.38604304
435	0.3859295713
436	0.3858674772
437	0.3857434496
438	0.3856711538
439	0.3855580087
440	0.3854679037
441	0.3853426777
442	0.3852313225
443	0.3851317398
444	0.385031441
445	0.3849275
446	0.3847973979
447	0.384688013
448	0.3846149616
449	0.3845304842
450	0.3844613746
451	0.3843853194
452	0.3842918481
453	0.3842212246
454	0.3841063408
455	0.3840515234
456	0.3839912658
457	0.3838160363
458	0.3837936652
459	0.3837142755
460	0.3836232899
461	0.3835578546
462	0.3834803352
463	0.3834120189
464	0.3833062409
465	0.3832238156
466	0.3831112502
467	0.3830309199
468	0.3829391507
469	0.382887358
470	0.3827587402
471	0.3826321013
472	0.3825198662
473	0.3823810808
474	0.3822658081
475	0.3822261637
476	0.3821735695
477	0.3820406266
478	0.3819515261
479	0.3818828525
480	0.3817551691
481	0.3816858787
482	0.3815549299
483	0.3814807233
484	0.3814216302
485	0.3813398819
486	0.3812195959
487	0.381116172
488	0.3810127284
489	0.3809156648
490	0.3807991743
491	0.3807298559
492	0.3805989862
493	0.3804858217
494	0.3803845833
495	0.380321341
496	0.3802318387
497	0.3801490016
498	0.3800308643
499	0.3799430763
500	0.37985501
501	0.3797640649
502	0.3796434679
503	0.379545624
504	0.3794528273
505	0.3794030248
506	0.3793350091
507	0.3792331969
508	0.3791691672
509	0.3791220747
510	0.3790651698
511	0.3789621106
512	0.3788708541
513	0.3788028554
514	0.3787373557
515	0.3786202109
516	0.3784908478
517	0.3784502216
518	0.37838928
519	0.3782679601
520	0.3781730825
521	0.3781081762
522	0.3780981504
523	0.3779823806
524	0.3778948118
525	0.3777746229
526	0.3777451614
527	0.3776811715
528	0.3776537224
529	0.3775649529
530	0.3774828389
531	0.3773843969
532	0.3773287029
533	0.3772364519
534	0.3771593817
535	0.3770543814
536	0.3769344696
537	0.3769092825
538	0.3768291172
539	0.3767695392
540	0.376691102
541	0.3765617173
542	0.3764552252
543	0.3764050549
544	0.3763302179
545	0.3762247717
546	0.3761780229
547	0.3761085121
548	0.3760797056
549	0.3759759235
550	0.3758603255
551	0.3758026963
552	0.3757695002
553	0.3757309589
554	0.3756550815
555	0.3755570972
556	0.3754398195
557	0.3753278824
558	0.3752124831
559	0.3751564693
560	0.3750582359
561	0.3749881969
562	0.3749267384
563	0.3748611996
564	0.3748254458
565	0.3747450469
566	0.3746074649
567	0.3745027656
568	0.3743342353
569	0.3742587826
570	0.3742131189
571	0.3741216281
572	0.3740025714
573	0.3739229781
574	0.3738600174
575	0.3738461612
576	0.3737850146
577	0.3737252223
578	0.37365652
579	0.3735784322
580	0.3735157634
581	0.3734376211
582	0.3733695996
583	0.3733151423
584	0.3732039156
585	0.373160357
586	0.3730776332
587	0.3729812182
588	0.3728805158
589	0.372799232
590	0.37272906
591	0.3726590629
592	0.3725529254
593	0.3725025792
594	0.3724401246
595	0.3723633215
596	0.3723290811
597	0.3722598344
598	0.3721867889
599	0.3721044627
600	0.3720382352
601	0.3718974097
602	0.3718440792
603	0.3717245118
604	0.3716290288
605	0.3715923831
606	0.3715228272
607	0.371487127
608	0.371374753
609	0.3712742162
610	0.371195684
611	0.3711271365
612	0.3710468547
613	0.3709697541
614	0.3708886257
615	0.37077771
616	0.3706406654
617	0.37058747
618	0.3704930598
619	0.3704163909
620	0.3703041362
621	0.3701742855
622	0.3700571175
623	0.3699701851
624	0.3698892311
625	0.3697998361
626	0.3696672229
627	0.3695708668
628	0.3694517861
629	0.3693702003
630	0.3692519789
631	0.3691472656
632	0.3690328963
633	0.3689800936
634	0.3689076712
635	0.3688521714
636	0.3687749591
637	0.3687561697
638	0.3687032256
639	0.3686203428
640	0.368549314
641	0.3684927665
642	0.3684033582
643	0.3683049984
644	0.3682301421
645	0.3681718408
646	0.3680699277
647	0.367993126
648	0.3678732841
649	0.3677886826
650	0.3676981257
651	0.3676149368
652	0.3675588115
653	0.3674869578
654	0.3673881183
655	0.3673365212
656	0.3672413036
657	0.3671863697
658	0.3671169632
659	0.3671076421
660	0.367041413
661	0.366953521
662	0.3668626563
663	0.366827455
664	0.3667284663
665	0.3666279301
666	0.3665988798
667	0.366530688
668	0.3664565574
669	0.3663511747
670	0.3662679318
671	0.3661573653
672	0.3660897434
673	0.3660247394
674	0.3658828817
675	0.3658210113
676	0.3657037313
677	0.3655850279
678	0.3655693679
679	0.3655249498
680	0.3654481361
681	0.3653780502
682	0.365288996
683	0.3651966505
684	0.3650959526
685	0.3650349487
686	0.3649294337
687	0.3648364848
688	0.3647106988
689	0.3646420439
690	0.3645364658
691	0.3644696456
692	0.3644181907
693	0.3642878177
694	0.3641666765
695	0.3640840677
696	0.3640268423
697	0.3639637731
698	0.3639214527
699	0.3637860294
700	0.3636546331
701	0.3635749118
702	0.363459002
703	0.3633150448
704	0.3632559445
705	0.3631921326
706	0.3631353023
707	0.3631200088
708	0.3630585286
709	0.3630015048
710	0.3628853082
711	0.3627794748
712	0.3626866876
713	0.3626077586
714	0.3625569539
715	0.3624273747
716	0.3623316357
717	0.3622308785
718	0.3621332418
719	0.3620448706
720	0.3619809817
721	0.3619008034
722	0.3617933373
723	0.3617286503
724	0.3616828916
725	0.3616503622
726	0.3615337725
727	0.3614501361
728	0.3613655704
729	0.3613004202
730	0.361273535
731	0.3611804897
732	0.3611002469
733	0.3610105588
734	0.3609660663
735	0.36083511
736	0.3607329822
737	0.3606886972
738	0.360566984
739	0.3605287155
740	0.3604744846
741	0.360420429
742	0.3603161528
743	0.3602780531
744	0.3601993694
745	0.3601215827
746	0.3600554658
747	0.3599155852
748	0.3598362395
749	0.3597246042
750	0.3596448566
751	0.3596094141
752	0.3595613761
753	0.3594898005
754	0.3594102211
755	0.3593189674
756	0.3592451728
757	0.359172668
758	0.3590807332
759	0.3590168342
760	0.3588818856
761	0.3588006257
762	0.3587545653
763	0.3586975331
764	0.3585697769
765	0.3584793323
766	0.3584076
767	0.3583510908
768	0.3583274077
769	0.3581924826
770	0.3581576987
771	0.3580855825
772	0.3579988237
773	0.3579456569
774	0.3579203223
775	0.357879229
776	0.3578371527
777	0.3577450084
778	0.357687623
779	0.3576169644
780	0.3575278811
781	0.3574348133
782	0.3573477317
783	0.357289105
784	0.3571884444
785	0.3571325722
786	0.3570830283
787	0.3569856024
788	0.3568812453
789	0.3568651165
790	0.3567411298
791	0.3566297216
792	0.3565923086
793	0.3565110404
794	0.3564378441
795	0.3564336176
796	0.3563169998
797	0.356207841
798	0.3560894815
799	0.356011507
800	0.3559809328
801	0.3558768928
802	0.3558013837
803	0.355697592
804	0.3555705686
805	0.3554832496
806	0.3554189723
807	0.3553117167
808	0.3552128247
809	0.3551466306
810	0.3550806849
811	0.3550186936
812	0.3549380683
813	0.3548895073
814	0.35486748
815	0.3547857886
816	0.3546965113
817	0.3546315606
818	0.3545637758
819	0.3545493324
820	0.3544558458
821	0.3544065762
822	0.3543725961
823	0.3542924838
824	0.3542341737
825	0.3541346607
826	0.3540721151
827	0.3540008989
828	0.3539521618
829	0.3538966338
830	0.353787473
831	0.3537217667
832	0.3536932107
833	0.35364974
834	0.3536075549
835	0.3535454688
836	0.3534941786
837	0.3534242846
838	0.353307402
839	0.3532427246
840	0.3531697
841	0.3530558297
842	0.3529975767
843	0.3529314295
844	0.3528540958
845	0.3527890369
846	0.3527204618
847	0.3526422268
848	0.3526011715
849	0.3525947041
850	0.3525369789
851	0.3524593955
852	0.3524329245
853	0.3523364247
854	0.3522757701
855	0.3521812394
856	0.3521301583
857	0.3521008694
858	0.3520288793
859	0.3519239243
860	0.3518788122
861	0.3517991507
862	0.3517325825
863	0.3516531881
864	0.3515590226
865	0.3514866563
866	0.3514568522
867	0.3514442804
868	0.3513653172
869	0.3513107464
870	0.3512346898
871	0.3511708247
872	0.3511366801
873	0.3510560974
874	0.350958944
875	0.3509109375
876	0.3508087349
877	0.3507324994
878	0.3506439878
879	0.3505936596
880	0.3505382348
881	0.3504198557
882	0.3503527122
883	0.3503018997
884	0.3502039447
885	0.3501060884
886	0.3500312366
887	0.3499044404
888	0.3498462245
889	0.3497718495
890	0.3496815083
891	0.349592034
892	0.3495070161
893	0.3494531625
894	0.3493675928
895	0.349269133
896	0.3491988215
897	0.3491271413
898	0.3490583633
899	0.3489876289
900	0.348870357
901	0.3488618374
902	0.3487612014
903	0.3486819842
904	0.3485726808
905	0.348503345
906	0.3484280846
907	0.3483246066
908	0.3482715363
909	0.3482464963
910	0.3481673646
911	0.3480727498
912	0.3480002406
913	0.3478833403
914	0.3477450943
915	0.34767828
916	0.3476315643
917	0.3475064909
918	0.3474130208
919	0.3473239799
920	0.347258864
921	0.347174565
922	0.3471150859
923	0.3470608383
924	0.3470301485
925	0.3469913294
926	0.3469592688
927	0.3469316172
928	0.3468954337
929	0.3468572561
930	0.3467802472
931	0.3467585224
932	0.346660479
933	0.3465845415
934	0.3465708604
935	0.3464502771
936	0.3463957869
937	0.3463450554
938	0.3462995597
939	0.3462240967
940	0.3461476205
941	0.3461392865
942	0.3460356915
943	0.3459062994
944	0.3458321437
945	0.3457844586
946	0.3456865747
947	0.3456137574
948	0.345561633
949	0.3455056294
950	0.3453877961
951	0.3453420077
952	0.3452671716
953	0.3451995671
954	0.3451246609
955	0.3450465353
956	0.3449077899
957	0.3448513866
958	0.3447882216
959	0.3447257697
960	0.3446651499
961	0.3446204519
962	0.3445279531
963	0.3444424538
964	0.3443685906
965	0.3443140717
966	0.3442683671
967	0.3442042865
968	0.3441872191
969	0.3441401007
970	0.344042855
971	0.3439826937
972	0.3438850916
973	0.343813488
974	0.3437338121
975	0.3436206098
976	0.3434857408
977	0.3433977585
978	0.3433219381
979	0.3432782389
980	0.3432156336
981	0.3431290597
982	0.3430440323
983	0.3429818995
984	0.3429290534
985	0.3428433385
986	0.3428120447
987	0.3427620152
988	0.3427249066
989	0.3426566581
990	0.3425869344
991	0.3425276899
992	0.3424652078
993	0.342385894
994	0.3423050039
995	0.3422781029
996	0.3421212486
997	0.3420344246
998	0.3419977259
999	0.3418957353
